Data Updated Date,Overdose ED Visit Year and Quarter,Overdose ED Visit Months,Overdose ED Visit Drug Type,Overdose ED Visit Patient Geography Level,Overdose ED Visit Patient Geography Name,Overdose ED Visit Patient FIPS,Combined Locality,Overdose ED Visit Count,Overdose ED Visit Count Quarterly Trend,"Overdose ED Visit Rate per 10,000 visits","Overdose ED Visit Rate per 10,000 visits Quarterly Trend"
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Lunenburg,51111,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Lynchburg,51680,No,8,► Stable,8,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Madison,51113,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Mathews,51115,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Mecklenburg,51117,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Middlesex,51119,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Nelson,51125,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,New Kent,51127,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Newport News,51700,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Norfolk,51710,No,6,► Stable,1.7,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Northampton,51131,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Northumberland,51133,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Nottoway,51135,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Orange,51137,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Page,51139,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Patrick,51141,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Poquoson,51735,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Portsmouth,51740,No,7,▲ Increase,3.7,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Powhatan,51145,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Prince Edward,51147,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Pulaski,51155,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Rappahannock,51157,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Richmond City,51760,No,28,▼ Decrease,6.6,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Richmond County,51159,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Russell,51167,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Scott,51169,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Shenandoah,51171,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Smyth,51173,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Spotsylvania,51177,No,7,▲ Increase,3.3,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Stafford,51179,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Suffolk,51800,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Surry,51181,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Sussex,51183,No,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Tazewell,51185,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Virginia Beach,51810,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Warren,51187,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Westmoreland,51193,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Williamsburg,51830,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Wythe,51197,No,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,York,51199,No,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Albemarle County and Charlottesville City,51003,Yes,5,▲ Increase,3.5,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Albemarle County and Charlottesville City,51540,Yes,5,▲ Increase,3.5,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Alleghany County and Covington City,51005,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Alleghany County and Covington City,51580,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Augusta County, Staunton City, and Waynesboro City",51015,Yes,10,▼ Decrease,5.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Augusta County, Staunton City, and Waynesboro City",51790,Yes,10,▼ Decrease,5.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Augusta County, Staunton City, and Waynesboro City",51820,Yes,10,▼ Decrease,5.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Chesterfield County and Colonial Heights City,51041,Yes,7,▲ Increase,1.4,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Chesterfield County and Colonial Heights City,51570,Yes,7,▲ Increase,1.4,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Fairfax County, Fairfax City, and Falls Church City",51059,Yes,11,► Stable,1.2,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Fairfax County, Fairfax City, and Falls Church City",51600,Yes,11,► Stable,1.2,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Fairfax County, Fairfax City, and Falls Church City",51610,Yes,11,► Stable,1.2,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Frederick County and Winchester City,51069,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Frederick County and Winchester City,51840,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Grayson County and Galax City,51077,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Grayson County and Galax City,51640,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Greensville County and Emporia City,51081,Yes,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Greensville County and Emporia City,51595,Yes,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Henry County and Martinsville City,51089,Yes,10,▲ Increase,9.8,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Henry County and Martinsville City,51690,Yes,10,▲ Increase,9.8,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Montgomery County and Radford City,51121,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Montgomery County and Radford City,51750,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Pittsylvania County and Danville City,51143,Yes,15,▲ Increase,8.8,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Pittsylvania County and Danville City,51590,Yes,15,▲ Increase,8.8,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince George County, Hopewell City, and Petersburg City",51149,Yes,7,▲ Increase,2.4,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince George County, Hopewell City, and Petersburg City",51670,Yes,7,▲ Increase,2.4,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince George County, Hopewell City, and Petersburg City",51730,Yes,7,▲ Increase,2.4,▲ Increase
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince William County, Manassas City, and Manassas Park City",51153,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince William County, Manassas City, and Manassas Park City",51683,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Prince William County, Manassas City, and Manassas Park City",51685,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Roanoke County, Roanoke City, and Salem City",51161,Yes,10,▼ Decrease,2.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Roanoke County, Roanoke City, and Salem City",51770,Yes,10,▼ Decrease,2.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Roanoke County, Roanoke City, and Salem City",51775,Yes,10,▼ Decrease,2.9,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Rockbridge County, Buena Vista City, and Lexington City",51163,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Rockbridge County, Buena Vista City, and Lexington City",51530,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,"Rockbridge County, Buena Vista City, and Lexington City",51678,Yes,0,▼ Decrease,0,▼ Decrease
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Rockingham County and Harrisonburg City,51165,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Rockingham County and Harrisonburg City,51660,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Southampton County and Franklin City,51175,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Southampton County and Franklin City,51620,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Washington County and Bristol City,51191,Yes,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Washington County and Bristol City,51520,Yes,0,► Stable,0,► Stable
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Wise County and Norton City,51195,Yes,*,*,*,*
5/10/2025,2025-Q1,"January, February, March",Stimulant,Locality,Wise County and Norton City,51720,Yes,*,*,*,*
